method,body,step,x,y,iterations
newton,M,130,-0.469626420409,-0.015546221405,3
fixed,H,130,-35.007057025869,-0.113167510438,524
newton,H,130,-35.007057025651,-0.113167512654,3
fixed,M,131,-0.469221986163,-0.023312638910,12
newton,M,131,-0.469221986164,-0.023312638884,3
fixed,H,131,-35.000127525877,-0.169740064830,530
newton,H,131,-35.000127525553,-0.169740067033,3
fixed,M,132,-0.468655853411,-0.031071022348,12
newton,M,132,-0.468655853414,-0.031071022315,3
fixed,H,132,-34.990424765165,-0.226299169224,530
newton,H,132,-34.990424764735,-0.226299171417,3
fixed,M,133,-0.467928097512,-0.038818690089,12
newton,M,133,-0.467928097516,-0.038818690048,3
fixed,H,133,-34.977947281595,-0.282840327535,526
newton,H,133,-34.977947281063,-0.282840329705,3
fixed,M,134,-0.467038815587,-0.046552957369,12
newton,M,134,-0.467038815593,-0.046552957321,3
fixed,H,134,-34.962693193225,-0.339359032610,518
newton,H,134,-34.962693192575,-0.339359034818,3
fixed,M,135,-0.465988126698,-0.054271135539,12
newton,M,135,-0.465988126706,-0.054271135485,3
fixed,H,135,-34.944660196671,-0.395850763725,508
newton,H,135,-34.944660195914,-0.395850765926,3
fixed,M,136,-0.464776172065,-0.061970531281,12
newton,M,136,-0.464776172075,-0.061970531223,3
fixed,H,136,-34.923845565274,-0.452310983460,496
newton,H,136,-34.923845564413,-0.452310985649,3
fixed,M,137,-0.463403115320,-0.069648445841,12
newton,M,137,-0.463403115332,-0.069648445778,3
fixed,H,137,-34.900246144879,-0.508735139348,483
newton,H,137,-34.900246145820,-0.508735137225,3
fixed,M,138,-0.461869142821,-0.077302174172,13
newton,M,138,-0.461869142819,-0.077302174186,3
fixed,H,138,-34.873858360700,-0.565118639536,468
newton,H,138,-34.873858359655,-0.565118641657,3
fixed,M,139,-0.460174463927,-0.084929004480,13
newton,M,139,-0.460174463924,-0.084929004494,3
fixed,H,139,-34.844678195368,-0.621456892680,452
newton,H,139,-34.844678194212,-0.621456894810,4
fixed,M,140,-0.458319311466,-0.092526216987,13
newton,M,140,-0.458319311463,-0.092526217001,3
fixed,H,140,-34.812701201882,-0.677745266656,435
newton,H,140,-34.812701203175,-0.677745264477,4
fixed,M,141,-0.456303942101,-0.100091083473,13
newton,M,141,-0.456303942097,-0.100091083487,3
fixed,H,141,-34.777922500508,-0.733979089490,419
newton,H,141,-34.777922501859,-0.733979087392,4
fixed,M,142,-0.454128636807,-0.107620866438,13
newton,M,142,-0.454128636803,-0.107620866452,3
fixed,H,142,-34.740336764525,-0.790153664088,402
newton,H,142,-34.740336763063,-0.790153666192,4
fixed,M,143,-0.451793701378,-0.115112818339,13
newton,M,143,-0.451793701373,-0.115112818353,3
fixed,H,143,-34.699938210944,-0.846264268440,385
newton,H,143,-34.699938212524,-0.846264266322,4
fixed,M,144,-0.449299466981,-0.122564180837,13
newton,M,144,-0.449299466977,-0.122564180850,3
fixed,H,144,-34.656720625682,-0.902306110715,368
newton,H,144,-34.656720623961,-0.902306112875,4
fixed,M,145,-0.446646290757,-0.129972184041,13
newton,M,145,-0.446646290753,-0.129972184054,3
fixed,H,145,-34.610677315518,-0.958274385238,352
newton,H,145,-34.610677313715,-0.958274387363,4
fixed,M,146,-0.443834556460,-0.137334045768,13
newton,M,146,-0.443834556456,-0.137334045780,4
fixed,H,146,-34.561801136869,-1.014164222272,336
newton,H,146,-34.561801134941,-1.014164224413,4
fixed,M,147,-0.440864675153,-0.144646970793,13
newton,M,147,-0.440864675148,-0.144646970804,4
fixed,H,147,-34.510084469384,-1.069970710477,321
newton,H,147,-34.510084471379,-1.069970708384,4
fixed,M,148,-0.437737085917,-0.151908150186,12
newton,M,148,-0.437737085941,-0.151908150131,4
fixed,H,148,-34.455519232786,-1.125688867770,306
newton,H,148,-34.455519230657,-1.125688869887,4
fixed,M,149,-0.434452256761,-0.159114760313,12
newton,M,149,-0.434452256785,-0.159114760262,4
fixed,H,149,-34.398096839335,-1.181313680138,292
newton,H,149,-34.398096837132,-1.181313682219,4
fixed,M,150,-0.431010685289,-0.166263962525,12
newton,M,150,-0.431010685312,-0.166263962478,4
fixed,H,150,-34.337808222034,-1.236840059676,279
newton,H,150,-34.337808224243,-1.236840057691,4
fixed,M,151,-0.427412899706,-0.173352902167,12
newton,M,151,-0.427412899728,-0.173352902124,4
fixed,H,151,-34.274643828669,-1.292262841872,266
newton,H,151,-34.274643826368,-1.292262843844,4
fixed,M,152,-0.423659459743,-0.180378707950,12
newton,M,152,-0.423659459764,-0.180378707912,4
fixed,H,152,-34.208593567647,-1.347576821601,253
newton,H,152,-34.208593570157,-1.347576819546,4
fixed,M,153,-0.419750957657,-0.187338491259,12
newton,M,153,-0.419750957677,-0.187338491225,4
fixed,H,153,-34.139646867769,-1.402776689056,242
newton,H,153,-34.139646865327,-1.402776690968,4
fixed,M,154,-0.415688019291,-0.194229345471,12
newton,M,154,-0.415688019309,-0.194229345441,4
fixed,H,154,-34.067792597601,-1.457857085387,230
newton,H,154,-34.067792594894,-1.457857087418,4
fixed,M,155,-0.411471305195,-0.201048345292,12
newton,M,155,-0.411471305212,-0.201048345266,4
fixed,H,155,-33.993019107473,-1.512812555132,220
newton,H,155,-33.993019104832,-1.512812557033,4
fixed,M,156,-0.407101511804,-0.207792546106,12
newton,M,156,-0.407101511820,-0.207792546083,4
fixed,H,156,-33.915314195806,-1.567637560450,210
newton,H,156,-33.915314193111,-1.567637562314,4
fixed,M,157,-0.402579372681,-0.214458983340,12
newton,M,157,-0.402579372695,-0.214458983320,4
fixed,H,157,-33.834665101006,-1.622326473573,200
newton,H,157,-33.834665098112,-1.622326475498,4
fixed,M,158,-0.397905659818,-0.221044671848,12
newton,M,158,-0.397905659830,-0.221044671831,4
fixed,H,158,-33.751058483427,-1.676873575640,191
newton,H,158,-33.751058486379,-1.676873573750,4
fixed,M,159,-0.393081185012,-0.227546605316,12
newton,M,159,-0.393081185023,-0.227546605302,4
fixed,H,159,-33.664480442846,-1.731273032213,182
newton,H,159,-33.664480439676,-1.731273034169,4
fixed,M,160,-0.388106801301,-0.233961755685,12
newton,M,160,-0.388106801310,-0.233961755673,4
fixed,H,160,-33.574916444525,-1.785518926685,174
newton,H,160,-33.574916441325,-1.785518928588,4
fixed,M,161,-0.382983404474,-0.240287072606,12
newton,M,161,-0.382983404482,-0.240287072596,4
fixed,H,161,-33.482351358782,-1.839605219890,167
newton,H,161,-33.482351361783,-1.839605218167,4
fixed,M,162,-0.377711934651,-0.246519482913,12
newton,M,162,-0.377711934658,-0.246519482905,4
fixed,H,162,-33.386769440088,-1.893525749599,159
newton,H,162,-33.386769443430,-1.893525747746,4
fixed,M,163,-0.372293377938,-0.252655890132,12
newton,M,163,-0.372293377944,-0.252655890125,4
fixed,H,163,-33.288154287964,-1.947274238114,152
newton,H,163,-33.288154284517,-1.947274239961,4
fixed,M,164,-0.366728768196,-0.258693173978,11
newton,M,164,-0.366728768164,-0.258693174012,4
fixed,H,164,-33.186488825485,-2.000844287413,146
newton,H,164,-33.186488822239,-2.000844289095,4
fixed,M,165,-0.361019188697,-0.264628190096,11
newton,M,165,-0.361019188670,-0.264628190123,4
fixed,H,165,-33.081755311191,-2.054229356508,139
newton,H,165,-33.081755314889,-2.054229354654,4
fixed,M,166,-0.355165774254,-0.270457769412,11
newton,M,166,-0.355165774232,-0.270457769434,4
fixed,H,166,-32.973935326316,-2.107422753048,134
newton,H,166,-32.973935323041,-2.107422754638,4
fixed,M,167,-0.349169713031,-0.276178717971,11
newton,M,167,-0.349169713013,-0.276178717988,4
fixed,H,167,-32.863009693240,-2.160417656841,128
newton,H,167,-32.863009689705,-2.160417658503,4
fixed,M,168,-0.343032248643,-0.281787816587,11
newton,M,168,-0.343032248628,-0.281787816600,4
fixed,H,168,-32.748958516018,-2.213207081322,123
newton,H,168,-32.748958519412,-2.213207079775,4
fixed,M,169,-0.336754682306,-0.287281820597,11
newton,M,169,-0.336754682295,-0.287281820607,4
fixed,H,169,-32.631761152093,-2.265783870099,117
newton,H,169,-32.631761156147,-2.265783868309,4
fixed,M,170,-0.330338375077,-0.292657459663,11
newton,M,170,-0.330338375068,-0.292657459671,4
fixed,H,170,-32.511396156541,-2.318140703672,113
newton,H,170,-32.511396160093,-2.318140702150,4
fixed,M,171,-0.323784750182,-0.297911437637,11
newton,M,171,-0.323784750175,-0.297911437643,4
fixed,H,171,-32.387841286986,-2.370270077375,108
newton,H,171,-32.387841283089,-2.370270078994,4
fixed,M,172,-0.317095295444,-0.303040432491,11
newton,M,172,-0.317095295439,-0.303040432495,4
fixed,H,172,-32.261073446420,-2.422164305705,104
newton,H,172,-32.261073442741,-2.422164307188,4
fixed,M,173,-0.310271565775,-0.308041096338,10
newton,M,173,-0.310271565806,-0.308041096316,4
fixed,H,173,-32.131068698716,-2.473815494857,100
newton,H,173,-32.131068695112,-2.473815496267,4
fixed,M,174,-0.303315185943,-0.312910055404,10
newton,M,174,-0.303315185966,-0.312910055388,4
fixed,H,174,-31.997802209556,-2.525215545583,96
newton,H,174,-31.997802205883,-2.525215546979,4
fixed,M,175,-0.296227853063,-0.317643910355,10
newton,M,175,-0.296227853081,-0.317643910344,4
fixed,H,175,-31.861248223819,-2.576356139317,92
newton,H,175,-31.861248219913,-2.576356140759,4
fixed,M,176,-0.289011339599,-0.322239236418,10
newton,M,176,-0.289011339611,-0.322239236410,4
fixed,H,176,-31.721380033427,-2.627228727068,88
newton,H,176,-31.721380029081,-2.627228728626,4
fixed,M,177,-0.281667496248,-0.326692583761,10
newton,M,177,-0.281667496257,-0.326692583756,4
fixed,H,177,-31.578169934352,-2.677824520827,85
newton,H,177,-31.578169938313,-2.677824519447,4
fixed,M,178,-0.274198254989,-0.331000477938,10
newton,M,178,-0.274198254996,-0.331000477934,4
fixed,H,178,-31.431589233389,-2.728134466266,82
newton,H,178,-31.431589229667,-2.728134467525,4
fixed,M,179,-0.266605632234,-0.335159420448,10
newton,M,179,-0.266605632239,-0.335159420446,4
fixed,H,179,-31.281608120737,-2.778149260655,79
newton,H,179,-31.281608124352,-2.778149259466,5
fixed,M,180,-0.258891732090,-0.339165889421,10
newton,M,180,-0.258891732093,-0.339165889419,4
fixed,H,180,-31.128195746178,-2.827859299103,76
newton,H,180,-31.128195742542,-2.827859300264,5
fixed,M,181,-0.251058749757,-0.343016340413,9
newton,M,181,-0.251058749737,-0.343016340422,4
fixed,H,181,-30.971320057044,-2.877254699723,73
newton,H,181,-30.971320060839,-2.877254698546,5
fixed,M,182,-0.243108974920,-0.346707207411,9
newton,M,182,-0.243108974907,-0.346707207417,4
fixed,H,182,-30.810947871336,-2.926325249665,70
newton,H,182,-30.810947867214,-2.926325250909,5
fixed,M,183,-0.235044795507,-0.350234903859,9
newton,M,183,-0.235044795499,-0.350234903863,4
fixed,H,183,-30.647044708596,-2.975060426659,67
newton,H,183,-30.647044713265,-2.975060425290,5
fixed,M,184,-0.226868701286,-0.353595823987,9
newton,M,184,-0.226868701281,-0.353595823989,4
fixed,H,184,-30.479574859595,-3.023449344411,65
newton,H,184,-30.479574863581,-3.023449343275,5
fixed,M,185,-0.218583287722,-0.356786344232,9
newton,M,185,-0.218583287719,-0.356786344233,4
fixed,H,185,-30.308501246907,-3.071480759919,62
newton,H,185,-30.308501242022,-3.071480761271,5
fixed,M,186,-0.210191259912,-0.359802824876,9
newton,M,186,-0.210191259910,-0.359802824877,4
fixed,H,186,-30.133785379093,-3.119143049261,60
newton,H,186,-30.133785374676,-3.119143050449,5
fixed,M,187,-0.201695436618,-0.362641611881,8
newton,M,187,-0.201695436633,-0.362641611876,4
fixed,H,187,-29.955387333347,-3.166424174284,58
newton,H,187,-29.955387329253,-3.166424175354,5
fixed,M,188,-0.193098754488,-0.365299038913,8
newton,M,188,-0.193098754495,-0.365299038911,4
fixed,H,188,-29.773265654542,-3.213311670083,56
newton,H,188,-29.773265650647,-3.213311671072,5
fixed,M,189,-0.184404272190,-0.367771429665,8
newton,M,189,-0.184404272194,-0.367771429664,4
fixed,H,189,-29.587377296170,-3.259792617887,54
newton,H,189,-29.587377292358,-3.259792618826,5
fixed,M,190,-0.175615174864,-0.370055100347,8
newton,M,190,-0.175615174865,-0.370055100346,4
fixed,H,190,-29.397677547319,-3.305853618961,52
newton,H,190,-29.397677543479,-3.305853619880,5
fixed,M,191,-0.166734778539,-0.372146362485,8
newton,M,191,-0.166734778539,-0.372146362485,4
fixed,H,191,-29.204119954852,-3.351480766650,50
newton,H,191,-29.204119950859,-3.351480767578,5
fixed,M,192,-0.157766534679,-0.374041525990,7
newton,M,192,-0.157766534672,-0.374041525991,4
fixed,H,192,-29.006656240387,-3.396659616414,48
newton,H,192,-29.006656236095,-3.396659617382,5
fixed,M,193,-0.148714034766,-0.375736902525,7
newton,M,193,-0.148714034764,-0.375736902525,4
fixed,H,193,-28.805236211665,-3.441375153661,46
newton,H,193,-28.805236206888,-3.441375154706,5
fixed,M,194,-0.139581015049,-0.377228809179,7
newton,M,194,-0.139581015048,-0.377228809179,4
fixed,H,194,-28.599807658915,-3.485611761079,45
newton,H,194,-28.599807662327,-3.485611760356,5
fixed,M,195,-0.130371361232,-0.378513572496,6
newton,M,195,-0.130371361238,-0.378513572495,4
fixed,H,195,-28.390316287546,-3.529353174176,43
newton,H,195,-28.390316291569,-3.529353173349,5
fixed,M,196,-0.121089113325,-0.379587532836,6
newton,M,196,-0.121089113325,-0.379587532836,4
fixed,H,196,-28.176705560412,-3.572582451850,41
newton,H,196,-28.176705565349,-3.572582450866,5
fixed,M,197,-0.111738470409,-0.380447049140,6
newton,M,197,-0.111738470409,-0.380447049140,4
fixed,H,197,-27.958916623391,-3.615281924346,40
newton,H,197,-27.958916619700,-3.615281925059,5
fixed,M,198,-0.102323795546,-0.381088504064,6
newton,M,198,-0.102323795546,-0.381088504064,4
fixed,H,198,-27.736888136015,-3.657433155505,38
newton,H,198,-27.736888131176,-3.657433156409,5
fixed,M,199,-0.092849620597,-0.381508309552,5
newton,M,199,-0.092849620599,-0.381508309552,4
fixed,H,199,-27.510556179102,-3.699016883970,37
newton,H,199,-27.510556182819,-3.699016883298,5
fixed,M,200,-0.083320651069,-0.381702912839,5
newton,M,200,-0.083320651069,-0.381702912839,4
fixed,H,200,-27.279854122870,-3.740012966897,36
newton,H,200,-27.279854120008,-3.740012967397,5
fixed,M,201,-0.073741770877,-0.381668802921,5
newton,M,201,-0.073741770878,-0.381668802921,4
fixed,H,201,-27.044712399374,-3.780400333753,34
newton,H,201,-27.044712395243,-3.780400334451,5
fixed,M,202,-0.064118047082,-0.381402517511,6
newton,M,202,-0.064118047082,-0.381402517511,4
fixed,H,202,-26.805058397538,-3.820156910510,33
newton,H,202,-26.805058400801,-3.820156909978,5
fixed,M,203,-0.054454734496,-0.380900650494,6
newton,M,203,-0.054454734497,-0.380900650494,4
fixed,H,203,-26.560816283017,-3.859259550138,31
newton,H,203,-26.560816288083,-3.859259549341,5
fixed,M,204,-0.044757280171,-0.380159859915,6
newton,M,204,-0.044757280178,-0.380159859915,4
fixed,H,204,-26.311906776408,-3.897683960948,30
newton,H,204,-26.311906772329,-3.897683961566,5
fixed,M,205,-0.035031327748,-0.379176876516,7
newton,M,205,-0.035031327748,-0.379176876516,4
fixed,H,205,-26.058246917970,-3.935404626712,29
newton,H,205,-26.058246921213,-3.935404626239,5
fixed,M,206,-0.025282721510,-0.377948512831,7
newton,M,206,-0.025282721513,-0.377948512832,4
fixed,H,206,-25.799749928176,-3.972394702320,28
newton,H,206,-25.799749925660,-3.972394702673,5
fixed,M,207,-0.015517510327,-0.376471672884,7
newton,M,207,-0.015517510334,-0.376471672885,4
fixed,H,207,-25.536324855098,-4.008625929926,26
newton,H,207,-25.536324850994,-4.008625930479,5
fixed,M,208,-0.005741951210,-0.374743362469,8
newton,M,208,-0.005741951210,-0.374743362469,4
fixed,H,208,-25.267876363524,-4.044068520865,25
newton,H,208,-25.267876366322,-4.044068520503,5
fixed,M,209,0.004037487489,-0.372760700062,8
newton,M,209,0.004037487488,-0.372760700063,4
fixed,H,209,-24.994304446475,-4.078691035399,23
newton,H,209,-24.994304449734,-4.078691034996,5
fixed,M,210,0.013814123180,-0.370520928357,8
newton,M,210,0.013814123176,-0.370520928358,4
fixed,H,210,-24.715504062366,-4.112460256183,20
newton,H,210,-24.715504066622,-4.112460255679,5
fixed,M,211,0.023581056682,-0.368021426437,8
newton,M,211,0.023581056674,-0.368021426439,4
fixed,H,211,-24.431364815642,-4.145341038467,22
newton,H,211,-24.431364818030,-4.145341038197,5
fixed,M,212,0.033331170352,-0.365259722593,8
newton,M,212,0.033331170336,-0.365259722598,4
fixed,H,212,-24.141770553542,-4.177296151412,22
newton,H,212,-24.141770555501,-4.177296151201,5
fixed,M,213,0.043057126775,-0.362233507792,9
newton,M,213,0.043057126773,-0.362233507793,4
fixed,H,213,-23.846598961744,-4.208286097721,21
newton,H,213,-23.846598958430,-4.208286098060,5
fixed,M,214,0.052751368228,-0.358940649750,9
newton,M,214,0.052751368224,-0.358940649752,4
fixed,H,214,-23.545721071065,-4.238268918680,21
newton,H,214,-23.545721069277,-4.238268918854,5
fixed,M,215,0.062406116669,-0.355379207699,9
newton,M,215,0.062406116662,-0.355379207701,4
fixed,H,215,-23.239000778776,-4.267199970185,20
newton,H,215,-23.239000781370,-4.267199969947,5
fixed,M,216,0.072013374721,-0.351547447708,9
newton,M,216,0.072013374710,-0.351547447712,4
fixed,H,216,-22.926294276904,-4.295031677655,19
newton,H,216,-22.926294273171,-4.295031677977,5
fixed,M,217,0.081564927461,-0.347443858629,9
newton,M,217,0.081564927443,-0.347443858638,4
fixed,H,217,-22.607449383507,-4.321713264435,19
newton,H,217,-22.607449381926,-4.321713264563,5
fixed,M,218,0.091052345204,-0.343067168593,9
newton,M,218,0.091052345174,-0.343067168608,4
fixed,H,218,-22.282304906321,-4.347190437556,18
newton,H,218,-22.282304908493,-4.347190437392,5
fixed,M,219,0.100466987302,-0.338416362047,10
newton,M,219,0.100466987298,-0.338416362049,4
fixed,H,219,-21.950689846770,-4.371405042357,17
newton,H,219,-21.950689843755,-4.371405042569,5
fixed,M,220,0.109800007297,-0.333490697170,10
newton,M,220,0.109800007290,-0.333490697174,4
fixed,H,220,-21.612422506429,-4.394294672102,17
newton,H,220,-21.612422505419,-4.394294672168,5
fixed,M,221,0.119042358958,-0.328289723872,10
newton,M,221,0.119042358948,-0.328289723878,4
fixed,H,221,-21.267309570710,-4.415792219854,16
newton,H,221,-21.267309572020,-4.415792219776,5
fixed,M,222,0.128184803981,-0.322813301976,10
newton,M,222,0.128184803965,-0.322813301986,4
fixed,H,222,-20.915145000271,-4.435825375347,15
newton,H,222,-20.915144998606,-4.435825375438,6
fixed,M,223,0.137217920951,-0.317061619729,10
newton,M,223,0.137217920927,-0.317061619744,4
fixed,H,223,-20.555708793682,-4.454316049753,14
newton,H,223,-20.555708795660,-4.454316049656,6
fixed,M,224,0.146132115849,-0.311035212463,10
newton,M,224,0.146132115815,-0.311035212486,4
fixed,H,224,-20.188765651242,-4.471179713910,13
newton,H,224,-20.188765649354,-4.471179713992,6
fixed,M,225,0.154917634105,-0.304734981342,11
newton,M,225,0.154917634099,-0.304734981346,4
fixed,H,225,-19.814063358231,-4.486324643086,11
newton,H,225,-19.814063356852,-4.486324643138,6
fixed,M,226,0.163564574503,-0.298162211898,11
newton,M,226,0.163564574495,-0.298162211905,4
fixed,H,226,-19.431331045915,-4.499651040001,12
newton,H,226,-19.431331045091,-4.499651040028,6
fixed,M,227,0.172062904475,-0.291318592626,11
newton,M,227,0.172062904464,-0.291318592635,4
fixed,H,227,-19.040277135116,-4.511050021310,12
newton,H,227,-19.040277134817,-4.511050021318,6
fixed,M,228,0.180402477513,-0.284206232981,11
newton,M,228,0.180402477497,-0.284206232994,4
fixed,H,228,-18.640587002722,-4.520402435279,11
newton,H,228,-18.640587003325,-4.520402435267,6
fixed,M,229,0.188573052275,-0.276827680979,11
newton,M,229,0.188573052254,-0.276827680998,4
fixed,H,229,-18.231920289711,-4.527577477171,10
newton,H,229,-18.231920288923,-4.527577477183,6
fixed,M,230,0.196564313595,-0.269185940081,11
newton,M,230,0.196564313569,-0.269185940107,4
fixed,H,230,-17.813907766649,-4.532431058809,9
newton,H,230,-17.813907766790,-4.532431058808,6
fixed,M,231,0.204365895392,-0.261284485202,11
newton,M,231,0.204365895358,-0.261284485237,4
fixed,H,231,-17.386147708872,-4.534803876476,9
newton,H,231,-17.386147708869,-4.534803876476,6
fixed,M,232,0.211967405466,-0.253127277645,11
newton,M,232,0.211967405425,-0.253127277691,4
fixed,H,232,-16.948201618334,-4.534519107789,9
newton,H,232,-16.948201618406,-4.534519107789,6
fixed,M,233,0.219358452143,-0.244718778794,12
newton,M,233,0.219358452135,-0.244718778804,4
fixed,H,233,-16.499589200282,-4.531379646441,10
newton,H,233,-16.499589200996,-4.531379646448,6
fixed,M,234,0.226528672941,-0.236063962084,12
newton,M,234,0.226528672931,-0.236063962096,4
fixed,H,234,-16.039782396034,-4.525164757886,12
newton,H,234,-16.039782396127,-4.525164757887,6
fixed,M,235,0.233467764617,-0.227168323688,12
newton,M,235,0.233467764605,-0.227168323703,4
fixed,H,235,-15.568198242570,-4.515626001674,13
newton,H,235,-15.568198242755,-4.515626001679,6
fixed,M,236,0.240165515265,-0.218037890849,12
newton,M,236,0.240165515251,-0.218037890869,4
fixed,H,236,-15.084190284128,-4.502482216142,14
newton,H,236,-15.084190284436,-4.502482216151,6
fixed,M,237,0.246611837769,-0.208679228247,12
newton,M,237,0.246611837753,-0.208679228272,4
fixed,H,237,-14.587038126146,-4.485413290123,15
newton,H,237,-14.587038126635,-4.485413290142,6
fixed,M,238,0.252796804700,-0.199099441954,12
newton,M,238,0.252796804682,-0.199099441983,4
fixed,H,238,-14.075934629460,-4.464052346754,16
newton,H,238,-14.075934630239,-4.464052346790,6
fixed,M,239,0.258710684421,-0.189306180801,12
newton,M,239,0.258710684400,-0.189306180836,4
fixed,H,239,-13.549970043174,-4.437975820049,17
newton,H,239,-13.549970044459,-4.437975820118,6
fixed,M,240,0.264343978196,-0.179307634975,12
newton,M,240,0.264343978173,-0.179307635016,4
fixed,H,240,-13.008112121433,-4.406690693260,18
newton,H,240,-13.008112123663,-4.406690693398,6
fixed,M,241,0.269687458068,-0.169112531654,12
newton,M,241,0.269687458044,-0.169112531701,4
fixed,H,241,-12.449180891849,-4.369617850612,19
newton,H,241,-12.449180895962,-4.369617850903,6
fixed,M,242,0.274732205223,-0.158730127532,12
newton,M,242,0.274732205198,-0.158730127585,4
fixed,H,242,-11.871816188618,-4.326070007719,21
newton,H,242,-11.871816190974,-4.326070007908,6
fixed,M,243,0.279469648561,-0.148170198114,12
newton,M,243,0.279469648535,-0.148170198173,4
fixed,H,243,-11.274435175794,-4.275221917535,22
newton,H,243,-11.274435181349,-4.275221918035,6
fixed,M,244,0.283891603140,-0.137443023664,12
newton,M,244,0.283891603115,-0.137443023728,4
fixed,H,244,-10.655175855375,-4.216069316485,24
newton,H,244,-10.655175860376,-4.216069316989,6
fixed,M,245,0.287990308171,-0.126559371761,12
newton,M,245,0.287990308147,-0.126559371829,4
fixed,H,245,-10.011820228897,-4.147370985834,26
newton,H,245,-10.011820234742,-4.147370986492,7
fixed,M,246,0.291758464195,-0.115530476432,12
newton,M,246,0.291758464172,-0.115530476502,3
fixed,H,246,-9.341687436872,-4.067564714308,28
newton,H,246,-9.341687445650,-4.067564715410,7
fixed,M,247,0.295189269082,-0.104368013874,12
newton,M,247,0.295189269061,-0.104368013946,3
fixed,H,247,-8.641480855872,-3.974641383010,31
newton,H,247,-8.641480863715,-3.974641384108,7
fixed,M,248,0.298276452494,-0.093084074839,12
newton,M,248,0.298276452475,-0.093084074910,3
fixed,H,248,-7.907062029128,-3.865948864122,34
newton,H,248,-7.907062039649,-3.865948865766,7
fixed,M,249,0.301014308416,-0.081691133780,12
newton,M,249,0.301014308401,-0.081691133849,3
fixed,H,249,-7.133103061864,-3.737871921672,38
newton,H,249,-7.133103073394,-3.737871923690,7
fixed,M,250,0.303397725426,-0.070202014917,12
newton,M,250,0.303397725414,-0.070202014980,3
fixed,H,250,-6.312525521413,-3.585278223233,43
newton,H,250,-6.312525534466,-3.585278225808,7
fixed,M,251,0.305422214330,-0.058629855417,12
newton,M,251,0.305422214321,-0.058629855474,3
fixed,H,251,-5.435538298742,-3.400485056096,49
newton,H,251,-5.435538318090,-3.400485060446,7
fixed,M,252,0.307083932850,-0.046988065953,12
newton,M,252,0.307083932844,-0.046988066001,3
fixed,H,252,-4.487853789195,-3.171130121483,58
newton,H,252,-4.487853812229,-3.171130127482,7
fixed,M,253,0.308379707062,-0.035290288895,12
newton,M,253,0.308379707059,-0.035290288933,3
fixed,H,253,-3.447018838913,-2.875123710962,72
newton,H,253,-3.447018864975,-2.875123719062,8
fixed,M,254,0.309307049323,-0.023550354501,12
newton,M,254,0.309307049322,-0.023550354526,3
fixed,H,254,-2.273725271972,-2.465809155018,96
newton,H,254,-2.273725309248,-2.465809169678,8
fixed,M,255,0.309864172455,-0.011782235379,11
newton,M,255,0.309864172453,-0.011782235443,3
fixed,H,255,-0.887781120405,-1.807661049524,156
newton,H,255,-0.887781173363,-1.807661080568,9
