-0.995000,-550837591212432238048454973963184155763019725900056095948053319295766714939722057036877506917244600320.000000
-0.990000,465325739525977374654962593283636145412710170379303782021372884047323106626959073016385354288909516800.000000
-0.985000,652653770853844021308329220244816663568319861033453984045779408001375479805568599997569425607401406464.000000
-0.980000,-984667470697512134033324557608212552037651537872655789508738584942201302170163982083246287218808979456.000000
-0.975000,-602745514412826667061938630486972319583205586487682322905958003950679424857302551790492154730551181312.000000
-0.970000,1562153072457196823705204010797675467474759552290210850596134921765503333065436247869907996934217400320.000000
-0.965000,317841549668412609840757007078651380064065464614785085068346592392221458273185865382576989006389575680.000000
-0.960000,-2146816433527023650200763861284662237023059704506726014198902494803238323470026756110758098396438855680.000000
-0.955000,275473667728519463741593868504845579564223280901155349399631703494726558261419634595606086053988925440.000000
-0.950000,2648891361550305072611397393793777305592198269825967056639995397141574893610684235315983818151421804544.000000
-0.945000,-1227368865973980787162936038490384727946808589986753604660644354504144097941379965525548967606385377280.000000
-0.940000,-2937742872125164372160818422879167366739708543245790156114916627622233297209774211117732882093602504704.000000
-0.935000,2548396785222537812315383882597492439214911472513415728317513376062950876385761397707708575264744144896.000000
-0.930000,2846576841076054494758519586537731318247163656445914117242012186781212214815544296952180594071413194752.000000
-0.925000,-4191627019000416568443996850104811681238719025015692443511304471206085527781172953606707750945964425216.000000
-0.920000,-2185188853110809532149412955305582647182989269559596517457898180505711680138913044246011476129553055744.000000
-0.915000,6035627957945205593027449333114170330043249045078902752064638430018211993134823518616880238783241388032.000000
-0.910000,761303030160207967013423885723988128663190761846572029224838208573043513897049925898050092703703629824.000000
-0.905000,-7871328308234874799295872992958101128338060924927045749127404213174677295645921804371798804091291828224.000000
-0.900000,1589927408379719105486742338776880563342376323234382008993859237828439187314551169782075066862301872128.000000
-0.895000,9396147695013127554857006335130331482693296886963487832954789004307864341560826784074758871018115170304.000000
-0.890000,-4969865409256696412883859353971669199038890013222666282800570806893089912610868937895040460968081489920.000000
-0.885000,-10218706667595968743922635808725474743819542391938684411330669712318597685567237044101150349666184855552.000000
-0.880000,9376648400559691866191710351026300642278950097028437047286868634865679456139617684262178858453520351232.000000
-0.875000,9876841684516006014472248720725440791944172282816846652932908173607822076933003715306600036221696606208.000000
-0.870000,-14665806537393327403270869698849187063676890750863332376251986546291323118843715602894115920719728607232.000000
-0.865000,-7870555207145071332439831328865904328036513137738949360277222803079454500580784035830310571413749104640.000000
-0.860000,20516206069489106381900686162977779297150933992469587709591139427437573271853003163826159754037967192064.000000
-0.855000,3709990404854486729378106506559408940570221107374507259023746829787740474604080175735040108702560419840.000000
-0.850000,-26406763515703871854282223876401916914390842358099348909046641933542052931261510986994249929466597867520.000000
-0.845000,3023330202126016427617696134729703876491223054105701791479850619165045313904580435550170882106380517376.000000
-0.840000,31609275520531671366012083586305741109758922277571887482350190484483399539002335550611164100671389564928.000000
-0.835000,-12605727542247666695516290226449301414402922000212886289106998958522503904035560350226841376276227293184.000000
-0.830000,-35201942722014882625808737358663451923223163903797333489826132021839609276937838556918261195537236623360.000000
-0.825000,25096620645651483960556044703114221713342505582112967239673429223183327425132907822008257864195618373632.000000
-0.820000,36106727855318168949258134959058985243464486056503381670753215299981383591761260577875589803339505729536.000000
-0.815000,-40266863147251947553557021149029100857767202085454386092753899534038970478930865314429907155805590781952.000000
-0.810000,-33151660946149950042426633116240977815438671908909479488410713415332884631822352120574070026745642221568.000000
-0.805000,57538100031604435913079663458773999732211823531823965761824271386500931780794526423229835755105040728064.000000
-0.800000,25156755589362964987631615464560633177463142560121328184034042653304173940081513589246777739832952094720.000000
-0.795000,-75941205778006002033977886803126509282777099683485228327715365669663807368709800406431329132494133919744.000000
-0.790000,-11039568169164966358779382631264378371534859366741953292999779058491000830255303794896232238199605297152.000000
-0.785000,94101125554928052153331492968138048098201346250823064267714739620919493449509107622877556683634030673920.000000
-0.780000,-10066100729620603019860250861846460315857321099343021320181124268226001896096453517055892696160104611840.000000
-0.775000,-110253838158605446270406120199973662407756872208079956930778102138618521174902282641644995015203115499520.000000
-0.770000,38687002440145458821772050712042985954380562049480903394601321713812716382154728930200865106372614684672.000000
-0.765000,122298793336944838284316359255980543407929596177769204838281808900684340994065720755619326730507944722432.000000
-0.760000,-74892849845653046394775557979465483984032081960938548381850277661689249527544368085746454606547687309312.000000
-0.755000,-127887241976747558041520815128993387137840126208567037483170884996718328412693714576872504183835112505344.000000
-0.750000,118195060416251804001723734385804729971508801281294149206395811413926330443382099723363038679744053772288.000000
-0.745000,124543645788547982886977861551403486513281800648464817728607599703583848629681792927409488910669725040640.000000
-0.740000,-167472161621076318075573433667594659994373003937125572012751089626733101925629900527714479069716920926208.000000
-0.735000,-109814140246716917681087436300310886671603685758098385473124404138111870738881379470211942238610018795520.000000
-0.730000,220930783995658168164094254727393974735300120233880443511736748425558334501227906018031523490114557706240.000000
-0.725000,81433157987617093386231409501399233941388757585336494445162677849590210387495881214340618085785080430592.000000
-0.720000,-276108841933202351182360779140317488040578337815171230008077207746337250240788613484100779899871505154048.000000
-0.715000,-37497100468453425295792673572056356258830410101215160425934335611834503518547647875957043652940355600384.000000
-0.710000,329924447414045730333103138747623703587664381072388369948010328029315401607273028661863250406343448723456.000000
-0.705000,-23367386439596077456325671498366398771609131399286164510604152264397651112123063865895255214088383365120.000000
-0.700000,-378770589338195012960969372726562572251940482321616241934513748845466570312131937966501491876921992019968.000000
-0.695000,101853269613117889244863273447554651799244396891437734415367632036105614237925322620543561889305835077632.000000
-0.690000,418651963139507432268392607820136026379141169451874609242171069950800689902924061296042405806655886327808.000000
-0.685000,-197853059434102027092945540103153235635192796744208009667300515201277456254824904136761521780520157970432.000000
-0.680000,-445356889415596852649624479019170621148661947202885909968374060991667068737619918559161489802004839530496.000000
-0.675000,310378930763488812142678408083828690858488530428299244483572955303109379807254683361871845110759370522624.000000
-0.670000,454654333090412515207415084360424998945397588105362184364943785180409831693542605599443394178713171001344.000000
-0.665000,-437530458212989139900564728034134332511573344509607806440252721671987910500702077496322585271042360475648.000000
-0.660000,-442503889401404958232354006698743719534425052048415230354563978886227400817597530362999564676987160100864.000000
-0.655000,576514070306311167990053422667638468300636972478443374785324344457842755852126478563438258598053308006400.000000
-0.650000,405265424037375230482081658128012009267879688599911744651176344303169694853394390177505345251428351868928.000000
-0.645000,-723714676297048445786977370731442751893494688777764037856310781041527891842273283267885277775353075466240.000000
-0.640000,-339894931375380449935451377173847066650815981740819823834646128950060099697523774407267158360196523229184.000000
-0.635000,874816255481211126556423955147470465016001705445357235360579179798754464490791397423646835412657351163904.000000
-0.630000,244114096318632655436916645786328831850085583798056640359529518546557371648984627135953773689500493414400.000000
-0.625000,-1024964830235152592282065045931458891042903304219732278696516253224954588987272474040213064033545391964160.000000
-0.620000,-116542906799755406993610177558247906861128015148360540108118736107565682613105370318894127969984231505920.000000
-0.615000,1168964439845271054873537142110291785746962644193027375285260004492856792404928287402835779773646126448640.000000
-0.610000,-43212718491759262374025830322489352651752044493109071149858312984582684257598264425541541615315177177088.000000
-0.605000,-1301494698707123051176518596947698887306588677297907364345605485477153464021201578899158470564051444301824.000000
-0.600000,234523190248002393950435467558106341997549100285661987308245714194234078575343656756831681371912859025408.000000
-0.595000,1417337387436680944322723402092744492796740248995277455299993596778312034396449198639837321216732535193600.000000
-0.590000,-455748924245664584979995322305771394007465662080432977167062805906967775267185647728456570659387234844672.000000
-0.585000,-1511599331622348575784186141508286616476075009025587606774213491829395495786432191167536497462990090534912.000000
-0.580000,704303617207014994512041013653993397855959214852728220398702722076966786865241186981620886622076984623104.000000
-0.575000,1579919530459671591122894110452597365627383732261599758873473387066865083816132700268200401649786465288192.000000
-0.570000,-976762250160172279805176163822095829797623424625444758237907807435361746857857475035994347808719286304768.000000
-0.565000,-1618649993986270521460111510416634536907225153407029318014726152736335911948700614353812798476182678929408.000000
-0.560000,1269006386160319184876624882352748264175459263350742566379393759985095148156708071954531323385799696711680.000000
-0.555000,1625001864455417594319827376122765910336207916885198083523590455930833762175143399037754501678476233277440.000000
-0.550000,-1576397418984955785545740814788204704349119244466650449798937821592831960531405297324389687290662462947328.000000
-0.545000,-1597150929677478041036527055441924149800997479975695844287505220874775903160270165875036706723094933274624.000000
-0.540000,1893967257524252882958921607805084874958909927330010731817264427735358894711907540416059382557072085221376.000000
-0.535000,1534299364146587060121415308648463261965125173543477415870110846266994202402255575640740632270585387286528.000000
-0.530000,-2216615518945805700198798205886206867570695704191494031690012709521407912791466468694211504384325351112704.000000
-0.525000,-1436693243235436804386760216666676152767949679378561757936721882226670609144834981562700489669615653224448.000000
-0.520000,2539302613361727303282608658233047491790586835040604295574106974160463766094635980915108900160666507149312.000000
-0.515000,1305597875634459191287406078340656002409822151413196465148847614707249563672738824419592995639976188182528.000000
-0.510000,-2857229044230494610323359954763832453808638154595244130274809381899451160443563194544525934549448685256704.000000
-0.505000,-1143235135036422487194919712033702928158926517324991025587337586732204931086493795074384404403972871290880.000000
-0.500000,3165992695907640435915193498295353402797019095398722543759821123547926885179058230850797318942668177276928.000000
-0.495000,952688634233048371336371746331387908756262369117625421954317268163480113745883990052217412172681815523328.000000
-0.490000,-3461717684967014521053551661731485263863900240018470459138056195224242387818962009230266100874235086897152.000000
-0.485000,-737783711767691348806943265138824448916699398102564340700358060693214199952162961597455649298901368832000.000000
-0.480000,3741150361076623481721314963378953539015848175595412980387486409373336406749843965398966034725244965486592.000000
-0.475000,502949777978754015477295822119796919961703630340505824821959194245804100389638405589519839193665487503360.000000
-0.470000,-4001720109148587307544602795201443971609122957815916111661415252955198022629373964743860918860033342570496.000000
-0.465000,-253072619474390789852474666387659644948576149897337418756391043713085253620406632012059030365279539429376.000000
-0.460000,4241564597329630103651732630188963661126805442146073274785972679867702869632647102812581223114456308908032.000000
-0.455000,-6656152710193823249343025552751292345231522485195425656574374225866153488898283694585287991310415822848.000000
-0.450000,-4459520929513051592550525241042053280606415182006074885642862862602908114712363848010105478315446877814784.000000
-0.445000,270886124156854896624647228348832316160153141644665181223910054921008387590505667992701315668733184704512.000000
-0.440000,4655085718249682454302215284807285333401352610156407746034457318998588030719295442422590835586480843259904.000000
-0.435000,-534246267387186923381694202773363092735143866662817825888409777859900051721079511899263288831766152871936.000000
-0.430000,-4828348343441513084037701814703362254471879629473794036810144658726070675800131051955799921747927599415296.000000
-0.425000,791470277271165335710368480942758957460515070100124336497210335303405771519400780844441354221019130232832.000000
-0.420000,4979902578103411761109853493750693110783876957419839685992421092407406340846777127539304373880162852274176.000000
-0.415000,-1037506392409921868939801206952448796268359329019759950155047860213271565328352038563094883714015508299776.000000
-0.410000,-5110742339682472576318266643561085715841280250739002900279008718665286521466732518267291601374912199000064.000000
-0.405000,1267610404418337698857438808274377600120276425839861728916153154507894036031795644056287630847250605801472.000000
-0.400000,5222147575220692605548527622863608184956517017250771466235047764502610834739867190590452871359904457162752.000000
-0.395000,-1477421828988253647231561965630341691608630179850908712154263278673651419567684133644684289576893249748992.000000
-0.390000,-5315566234798616690660449063859022978251700568546238825898721649019409096251125591788060558721243664089088.000000
-0.385000,1663024320076822167709346709390962722004704734955390583788431798379450149116094204177180526203789037797376.000000
-0.380000,5392497963662702471830557063178225969366083139647707275520704299600348703739074757795587656772242387238912.000000
-0.375000,-1820992286597533439566999215695949146804964920523799772665622161553191086651371048241048003833700166926336.000000
-0.370000,-5454384590861945399221275698791726911523545057119077935684239520197590868850854614717716419037250373812224.000000
-0.365000,1948426266400016079902332619512748771477274742947623765401193728083170389930133065243138241673809138548736.000000
-0.360000,5502511760372076382989679621513168318753269276618020203046224582342170324496134135825556983271055184363520.000000
-0.355000,-2042979886027153822073164062373565427854542278867123009697085313774817876220934537017666062594331872591872.000000
-0.350000,-5537925196134242398265832399036698757945031665869997550123264878145904571992690735877219245376925832577024.000000
-0.345000,2102881165445933598463634556516629933833791386899910821154077969760062866459335359313543016836124198830080.000000
-0.340000,5561364178012370398568094048328778079901591526666678847897364248249496625918846463687215533029105036427264.000000
-0.335000,-2126950515836904697090464592587458314351883151904572562567084224501865407634502838240773538303448463704064.000000
-0.330000,-5573213897886317028294114024317835184894255776688298163239102052833370443835318146834779017953408286982144.000000
-0.325000,2114617054000216739282428716123787070074707329203392943749761430371684503077920479545887224994622708121600.000000
-0.320000,5573477529435049724889392336912658588193144260801577587840134393412137376296086967709579802328477133176832.000000
-0.315000,-2065933878171482904843862842496837363390122790258272289322882370418432866432330815719809139604309059567616.000000
-0.310000,-5561768139319749933252176464655642137350254023852590490310959798133619610022432236250175106698771922157568.000000
-0.305000,1981591807821266955937771053967091984894622236126092929958310438172161632918124024036305098422342243057664.000000
-0.300000,5537320033190388195864195094266788854229647140989976824295738198056896849489797865567986179903895004774400.000000
-0.295000,-1862929903528118363328723940326700550472963702411207593410159961542038272575866095002212411901590043099136.000000
-0.290000,-5499018784797381341321309528233965098454799351343412988224334229605400725974734123803062024727969715453952.000000
-0.285000,1711939991842544804170257364791969785248364445448386009932407315111833308984404734860872399396388479172608.000000
-0.280000,5445449027482672960472725530621369244151543327141119750878393839672258998692764051530792223551736858542080.000000
-0.275000,-1531261571340148189758876830565966280388290774378720049372050462413484581305871020968887563091803499397120.000000
-0.270000,-5374959048061752877950072325320057861966741957701596820854898898203810155262393824325894964998611910262784.000000
-0.265000,1324163007882733958483747082281138095747978846139197485578864128077981775058179350240227770448211668369408.000000
-0.260000,5285741236277059654876024387168306662487354494392252935962505899387197988694222847735037343865064331935744.000000
-0.255000,-1094504950006343852303971368350497286743390923464029658247130874235486811629501873992066368371884002639872.000000
-0.250000,-5175927408913714575909014516607912591615499465419112397908794236737239456945042768802370202479040445546496.000000
-0.245000,846682474592808581873860204958535330334136210780843796195844530308755558806435514369955797527991894933504.000000
-0.240000,5043697838656312327441144202515478635602295908963549511458014282872893723062246678564642012066997990326272.000000
-0.235000,-585543614473139669174270357576368014550003998151516528804493540388223139637990293238664454847409644634112.000000
-0.230000,-4887402377016230946154714341927489303766898155823759960644203277830141467515428133476653874448464407953408.000000
-0.225000,316283562232989127905210920439712731396418048356826649145785255529094706883678377104879456295755811127296.000000
-0.220000,4705691302876088293923316041506291173753435780924381455740604914739008774569509110217746453459107168911360.000000
-0.215000,-44315860684716764004587319760253329111177494467118519460761573168583208610133176182350445666101016657920.000000
-0.210000,-4497652438747613953279840495725342783378796062388756007115539442394092393340834570000045134899838757896192.000000
-0.205000,-224875904071645582776952381907826258743584691006348540348710330844479207909970769903610876050818407071744.000000
-0.200000,4262949705719809854566581490185480865696527311960624443100978554129154716133676138801696735861053258203136.000000
-0.195000,485900219285582415075004853474115572863598598289227243499240104701242016825398180044958960029520516612096.000000
-0.190000,-4001956755441507714207690419861840908456931767587931544748011067299307981825443179920922395860915617529856.000000
-0.185000,-733625983053179160605792164968623756815575097338024655174193515290554859222841320855303154146107554004992.000000
-0.180000,3715877808461310179671175399822262925826735688344843924111764667923062263530812337670871524961025720844288.000000
-0.175000,963348066613600460486579190504022041871094863416204287834588821599771927096437773429259020893376940605440.000000
-0.170000,-3406846576304261465494587073973465105673600562826184996318976076285734512825685039696177985453099489165312.000000
-0.165000,-1170940374233132207943996902597756160580523895895961927596896665365248241653958115662500975194059707514880.000000
-0.160000,3077993404623672638343192399859918741295499134731119261117553773753153143843502477159063808375971932798976.000000
-0.155000,1352986736527685447632705611519721813708744649631104554968111012655478724060868141966525684352496972070912.000000
-0.150000,-2733470788385703135962994407878292939574320680325765518079714362758938370181432342755856792925767779483648.000000
-0.145000,-1506880869110433926707441371540685148471498958512350406664990082712447767842420573124962246238801540153344.000000
-0.140000,2378428368539253045174931867184462313936595233205145527197491626403182038467257533316931041229296241737728.000000
-0.135000,1630888311196634039768326448070538846438417735668667202947759419749098159951702366032419658294581323104256.000000
-0.130000,-2018930528453048260066861162419571663703905974643482706279862826785347097600544209527090402471920986488832.000000
-0.125000,-1724165601715005515470480823103792994195946392752109258604810700591949628088612123171029464730396535029760.000000
-0.120000,1661812759745288169034781890961542084253931277812110215822384977949377420704960892996398228912619871272960.000000
-0.115000,1786734761020851304631834728948577468700609166719543237720561134870166326318097909370266399192437762293760.000000
-0.110000,-1314476924788345635227956609006966144100889507851081850554713783492690814767047684329282909752361893232640.000000
-0.105000,-1819414187494846532791286910823137274413526215046739429867491883534629350820530970094555275291387764932608.000000
-0.100000,984630143150514468032358152200745703391601853107460703994037823048138036216688857414835552752161400029184.000000
-0.095000,1823710094411478439786622738383433516561977183571896549737521163396695172238604780696808494879570753748992.000000
-0.090000,-679976897271900321659587570446770448397958050141706487377705833899057906073093980047306771213816042618880.000000
-0.085000,-1801675355264471605793618454648106806047538393076974296904027330331296828983475771830821152555925277507584.000000
-0.080000,407878637607870555005537911360007053225959155962413727165075903425433309053668851630457330018808028463104.000000
-0.075000,1755744878048261376776034687541157832205966694334075530242713986879094605952603930406409510284794483703808.000000
-0.070000,-174999187223805224534117689013002528356932184982034117808731264384613688473945165540559642651723644796928.000000
-0.065000,-1688558222708872661615002373527726299971646901568990839516950039953792067143775366073671645998375199834112.000000
-0.060000,-13042859265442793819038942426635080261407115351275416000151059336351251077377061128646933380042281975808.000000
-0.055000,1602781003185293710140077565888734589820292885882447224650677323967039987810178654879657828439615420235776.000000
-0.050000,151992160269347794547526901331798100284379581198431136676793092712887030404957691174760786599173605556224.000000
-0.045000,-1500936632254978376147814703584666372300423075697685055332084384859636295451711140356551677485632964263936.000000
-0.040000,-239222870883411439433697358873712807332319572132907218217543376557831489126559138507820742350389664284672.000000
-0.035000,1385259191153364057181109678465229369969613160650717833212112815145109933135969181186309652202313587097600.000000
-0.030000,273933138989809843791568327947059499230496186864149753450036962139880050156520978897601768155311689957376.000000
-0.025000,-1257576707714083728808931276281036981128236914464302619434611222189613688997752282568825280812364217712640.000000
-0.020000,-257251898116323581567107577940743121034728917041605159785992189286181025708518345596746245748758008561664.000000
-0.015000,1119232020833784030087262202097262299445881640975652312266320362109058647105906241702328350630397662461952.000000
-0.010000,192247516886395999175825858112669554184069249565422735639258889340166345341472343640112478221769874866176.000000
-0.005000,-971045841513450664909721182458243195619729799039802040987386855434620172606029982414819224304598688727040.000000
